立法委員,影片編號,影片日期,影片標題,觀看網址,影片資訊
周倪安,79572,"2015-01-14 10:44:48",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79572/1M,8/2815/201501/20150114_104448.json
周倪安,79528,"2015-01-12 15:42:07",立法院第8屆第6會期內政委員會第34次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79528/1M,8/2815/201501/20150112_154207.json
周倪安,79508,"2015-01-12 11:53:01",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79508/1M,8/2815/201501/20150112_115301.json
周倪安,79464,"2015-01-09 09:38:59",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79464/1M,8/2815/201501/20150109_093859.json
周倪安,79439,"2015-01-08 11:52:10",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79439/1M,8/2815/201501/20150108_115210.json
周倪安,79440,"2015-01-08 11:24:02",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79440/1M,8/2815/201501/20150108_112402.json
周倪安,79428,"2015-01-08 09:51:31",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79428/1M,8/2815/201501/20150108_095131.json
周倪安,79395,"2015-01-07 15:01:07",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79395/1M,8/2815/201501/20150107_150107.json
周倪安,79390,"2015-01-07 14:43:39",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79390/1M,8/2815/201501/20150107_144339.json
周倪安,79299,"2015-01-06 17:05:38",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79299/1M,8/2815/201501/20150106_170538.json
周倪安,79255,"2015-01-05 11:24:08",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79255/1M,8/2815/201501/20150105_112408.json
周倪安,79267,"2015-01-05 10:31:36",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79267/1M,8/2815/201501/20150105_103136.json
林岱樺,79631,"2015-01-19 09:46:47",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79631/1M,8/2791/201501/20150119_094647.json
林岱樺,79325,"2015-01-07 09:20:06",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79325/1M,8/2791/201501/20150107_092006.json
林郁方,79598,"2015-01-15 10:23:25",立法院第8屆第6會期外交及國防委員會第32次全體委員會議〈增列議程〉,http://ivod.ly.gov.tw/Play/VOD/79598/1M,8/2715/201501/20150115_102325.json
林郁方,79483,"2015-01-12 10:04:44",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79483/1M,8/2715/201501/20150112_100444.json
林郁方,79322,"2015-01-07 10:23:05",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79322/1M,8/2715/201501/20150107_102305.json
林郁方,79230,"2015-01-05 10:12:01",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79230/1M,8/2715/201501/20150105_101201.json
林國正,79707,"2015-01-21 10:45:49",立法院第8屆第6會期交通委員會第17次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79707/1M,8/2774/201501/20150121_104549.json
林國正,79315,"2015-01-07 09:57:39",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79315/1M,8/2774/201501/20150107_095739.json
林國正,79229,"2015-01-05 10:10:38",立法院第8屆第6會期交通委員會第14次全體委員會議議事日程,http://ivod.ly.gov.tw/Play/VOD/79229/1M,8/2774/201501/20150105_101038.json
林淑芬,79737,"2015-01-22 20:54:43",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79737/1M,8/2719/201501/20150122_205443.json
林淑芬,79736,"2015-01-22 20:19:18",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79736/1M,8/2719/201501/20150122_201918.json
林淑芬,79734,"2015-01-22 19:59:59",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79734/1M,8/2719/201501/20150122_195959.json
林淑芬,79666,"2015-01-20 15:53:37",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79666/1M,8/2719/201501/20150120_155337.json
林淑芬,79660,"2015-01-20 12:09:23",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79660/1M,8/2719/201501/20150120_120923.json
林淑芬,79521,"2015-01-12 12:21:38",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79521/1M,8/2719/201501/20150112_122138.json
林淑芬,79447,"2015-01-08 15:39:31",立法院第8屆第6會期社會福利及衛生環境委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79447/1M,8/2719/201501/20150108_153931.json
林淑芬,79380,"2015-01-07 12:01:23",立法院第8屆第6會期社會福利及衛生環境委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79380/1M,8/2719/201501/20150107_120123.json
林滄敏,79582,"2015-01-14 15:12:58",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79582/1M,8/2720/201501/20150114_151258.json
林德福,79695,"2015-01-21 10:05:37",立法院第8屆第6會期財政委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79695/1M,8/2750/201501/20150121_100537.json
林德福,79687,"2015-01-21 09:14:40",立法院第8屆第6會期財政委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79687/1M,8/2750/201501/20150121_091440.json
林德福,79550,"2015-01-13 17:16:59",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79550/1M,8/2750/201501/20150113_171659.json
林德福,79510,"2015-01-12 11:48:02",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79510/1M,8/2750/201501/20150112_114802.json
林德福,79489,"2015-01-12 10:46:55",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79489/1M,8/2750/201501/20150112_104655.json
林德福,79410,"2015-01-08 09:53:53",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79410/1M,8/2750/201501/20150108_095353.json
林德福,79313,"2015-01-07 09:56:22",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79313/1M,8/2750/201501/20150107_095622.json
林德福,79287,"2015-01-06 09:08:33",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79287/1M,8/2750/201501/20150106_090833.json
林鴻池,79581,"2015-01-14 15:00:08",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79581/1M,8/2775/201501/20150114_150008.json
林鴻池,79557,"2015-01-14 10:11:13",立法院第8屆第6會期司法及法制委員會第26次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79557/1M,8/2775/201501/20150114_101113.json
林鴻池,79488,"2015-01-12 10:32:54",立法院第8屆第6會期司法及法制、教育及文化委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79488/1M,8/2775/201501/20150112_103254.json
林鴻池,79292,"2015-01-06 12:14:41",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79292/1M,8/2775/201501/20150106_121441.json
林鴻池,79281,"2015-01-05 10:01:22",立法院第8屆第6會期司法及法制委員會第24次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79281/1M,8/2775/201501/20150105_100122.json
邱文彥,79719,"2015-01-21 12:06:33",立法院第8屆第6會期內政委員會第35次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79719/1M,8/2770/201501/20150121_120633.json
邱文彥,79661,"2015-01-20 12:19:00",第8屆第6會期程序委員會第19次會議,http://ivod.ly.gov.tw/Play/VOD/79661/1M,8/2770/201501/20150120_121900.json
邱文彥,79665,"2015-01-20 15:51:10",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79665/1M,8/2770/201501/20150120_155110.json
邱文彥,79639,"2015-01-19 10:26:17",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79639/1M,8/2770/201501/20150119_102617.json
邱文彥,79627,"2015-01-16 09:31:53",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79627/1M,8/2770/201501/20150116_093153.json
邱文彥,79567,"2015-01-14 09:41:40",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79567/1M,8/2770/201501/20150114_094140.json
邱文彥,79536,"2015-01-12 17:23:51",立法院第8屆第6會期內政委員會第34次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79536/1M,8/2770/201501/20150112_172351.json
邱文彥,79466,"2015-01-09 09:28:53",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79466/1M,8/2770/201501/20150109_092853.json
邱文彥,79437,"2015-01-08 11:22:41",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79437/1M,8/2770/201501/20150108_112241.json
邱文彥,79274,"2015-01-05 12:07:27",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79274/1M,8/2770/201501/20150105_120727.json
邱志偉,79677,"2015-01-20 17:12:23",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79677/1M,8/2743/201501/20150120_171223.json
邱志偉,79610,"2015-01-15 11:30:55",立法院第8屆第6會期外交及國防委員會第32次全體委員會議〈增列議程〉,http://ivod.ly.gov.tw/Play/VOD/79610/1M,8/2743/201501/20150115_113055.json
邱志偉,79526,"2015-01-12 10:44:54",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79526/1M,8/2743/201501/20150112_104454.json
邱志偉,79332,"2015-01-07 10:36:04",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79332/1M,8/2743/201501/20150107_103604.json
邱志偉,79273,"2015-01-05 11:56:30",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79273/1M,8/2743/201501/20150105_115630.json
邱志偉,79258,"2015-01-05 11:41:21",立法院第8屆第6會期交通委員會第14次全體委員會議議事日程,http://ivod.ly.gov.tw/Play/VOD/79258/1M,8/2743/201501/20150105_114121.json
邱志偉,79247,"2015-01-05 10:32:52",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79247/1M,8/2743/201501/20150105_103252.json
邱志偉,79226,"2015-01-05 09:59:45",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79226/1M,8/2743/201501/20150105_095945.json
邱議瑩,79712,"2015-01-21 11:11:51",立法院第8屆第6會期內政委員會第35次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79712/1M,8/2771/201501/20150121_111151.json
邱議瑩,79636,"2015-01-19 09:42:00",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79636/1M,8/2771/201501/20150119_094200.json
邱議瑩,79570,"2015-01-14 10:14:19",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79570/1M,8/2771/201501/20150114_101419.json
邱議瑩,79470,"2015-01-12 09:18:47",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79470/1M,8/2771/201501/20150112_091847.json
邱議瑩,79429,"2015-01-08 10:05:02",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79429/1M,8/2771/201501/20150108_100502.json
邱議瑩,79263,"2015-01-05 09:37:46",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79263/1M,8/2771/201501/20150105_093746.json
姚文智,79645,"2015-01-19 11:56:45",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79645/1M,8/2757/201501/20150119_115645.json
姚文智,79576,"2015-01-14 11:38:11",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79576/1M,8/2757/201501/20150114_113811.json
姚文智,79276,"2015-01-05 12:33:27",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79276/1M,8/2757/201501/20150105_123327.json
柯建銘,79571,"2015-01-14 10:29:14",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79571/1M,8/2776/201501/20150114_102914.json
柯建銘,79554,"2015-01-14 09:30:28",立法院第8屆第6會期司法及法制委員會第26次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79554/1M,8/2776/201501/20150114_093028.json
柯建銘,79479,"2015-01-12 09:40:19",立法院第8屆第6會期司法及法制、教育及文化委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79479/1M,8/2776/201501/20150112_094019.json
段宜康,79634,"2015-01-19 09:14:46",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79634/1M,8/2778/201501/20150119_091446.json
段宜康,79566,"2015-01-14 09:25:59",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79566/1M,8/2778/201501/20150114_092559.json
段宜康,79529,"2015-01-12 15:55:21",立法院第8屆第6會期內政委員會第34次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79529/1M,8/2778/201501/20150112_155521.json
段宜康,79426,"2015-01-08 09:23:45",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79426/1M,8/2778/201501/20150108_092345.json
段宜康,79262,"2015-01-05 09:24:37",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79262/1M,8/2778/201501/20150105_092437.json
紀國棟,79568,"2015-01-14 09:53:19",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79568/1M,8/2779/201501/20150114_095319.json
紀國棟,79427,"2015-01-08 09:38:12",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79427/1M,8/2779/201501/20150108_093812.json
紀國棟,79266,"2015-01-05 10:16:42",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79266/1M,8/2779/201501/20150105_101642.json
孫大千,79710,"2015-01-21 11:15:49",立法院第8屆第6會期財政委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79710/1M,8/2777/201501/20150121_111549.json
孫大千,79422,"2015-01-08 10:52:17",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79422/1M,8/2777/201501/20150108_105217.json
孫大千,79334,"2015-01-07 10:43:11",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79334/1M,8/2777/201501/20150107_104311.json
徐少萍,79543,"2015-01-13 17:08:49",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79543/1M,8/2716/201501/20150113_170849.json
徐少萍,79451,"2015-01-08 16:26:02",立法院第8屆第6會期社會福利及衛生環境委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79451/1M,8/2716/201501/20150108_162602.json
徐少萍,79342,"2015-01-07 10:44:19",立法院第8屆第6會期社會福利及衛生環境委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79342/1M,8/2716/201501/20150107_104419.json
徐欣瑩,79549,"2015-01-13 17:15:52",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79549/1M,8/2785/201501/20150113_171552.json
徐欣瑩,79446,"2015-01-08 15:29:20",立法院第8屆第6會期社會福利及衛生環境委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79446/1M,8/2785/201501/20150108_152920.json
翁重鈞,79728,"2015-01-21 12:54:31",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79728/1M,8/2823/201501/20150121_125431.json
馬文君,79261,"2015-01-05 12:00:16",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79261/1M,8/2782/201501/20150105_120016.json
高志鵬,79484,"2015-01-12 10:04:55",立法院第8屆第6會期司法及法制、教育及文化委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79484/1M,8/2781/201501/20150112_100455.json
高金素梅,79704,"2015-01-21 10:16:20",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79704/1M,8/2713/201501/20150121_101620.json
高金素梅,79535,"2015-01-12 17:12:14",立法院第8屆第6會期內政委員會第34次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79535/1M,8/2713/201501/20150112_171214.json
張嘉郡,79706,"2015-01-21 10:46:11",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79706/1M,8/2758/201501/20150121_104611.json
張嘉郡,79654,"2015-01-19 12:33:02",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79654/1M,8/2758/201501/20150119_123302.json
張慶忠,79644,"2015-01-19 11:43:35",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79644/1M,8/2824/201501/20150119_114335.json
許添財,79720,"2015-01-21 12:21:04",立法院第8屆第6會期內政委員會第35次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79720/1M,8/2759/201501/20150121_122104.json
許添財,79724,"2015-01-21 11:59:49",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79724/1M,8/2759/201501/20150121_115949.json
許添財,79709,"2015-01-21 11:09:11",立法院第8屆第6會期交通委員會第17次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79709/1M,8/2759/201501/20150121_110911.json
許添財,79693,"2015-01-21 09:52:40",立法院第8屆第6會期財政委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79693/1M,8/2759/201501/20150121_095240.json
許添財,79505,"2015-01-12 11:33:45",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79505/1M,8/2759/201501/20150112_113345.json
許添財,79501,"2015-01-12 11:04:27",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79501/1M,8/2759/201501/20150112_110427.json
許添財,79492,"2015-01-12 09:48:31",立法院第8屆第6會期經濟、財政兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79492/1M,8/2759/201501/20150112_094831.json
許添財,79436,"2015-01-08 11:21:09",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79436/1M,8/2759/201501/20150108_112109.json
許添財,79433,"2015-01-08 10:57:29",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79433/1M,8/2759/201501/20150108_105729.json
許添財,79402,"2015-01-08 09:18:36",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79402/1M,8/2759/201501/20150108_091836.json
許添財,79391,"2015-01-07 14:57:54",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79391/1M,8/2759/201501/20150107_145754.json
許添財,79392,"2015-01-07 14:31:24",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79392/1M,8/2759/201501/20150107_143124.json
許添財,79386,"2015-01-07 12:28:44",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79386/1M,8/2759/201501/20150107_122844.json
許添財,79375,"2015-01-07 11:44:10",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79375/1M,8/2759/201501/20150107_114410.json
許添財,79358,"2015-01-07 11:16:37",立法院第8屆第6會期社會福利及衛生環境委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79358/1M,8/2759/201501/20150107_111637.json
許添財,79311,"2015-01-07 09:29:03",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79311/1M,8/2759/201501/20150107_092903.json
許智傑,79476,"2015-01-12 09:33:11",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79476/1M,8/2787/201501/20150112_093311.json
許智傑,79406,"2015-01-08 09:36:24",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79406/1M,8/2787/201501/20150108_093624.json
許智傑,79348,"2015-01-07 10:38:45",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79348/1M,8/2787/201501/20150107_103845.json
許智傑,79224,"2015-01-05 09:39:14",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79224/1M,8/2787/201501/20150105_093914.json
陳其邁,79718,"2015-01-21 11:51:34",立法院第8屆第6會期內政委員會第35次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79718/1M,8/2783/201501/20150121_115134.json
陳其邁,79642,"2015-01-19 11:10:26",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79642/1M,8/2783/201501/20150119_111026.json
陳其邁,79583,"2015-01-14 12:10:33",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79583/1M,8/2783/201501/20150114_121033.json
陳其邁,79531,"2015-01-12 16:22:03",立法院第8屆第6會期內政委員會第34次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79531/1M,8/2783/201501/20150112_162203.json
陳其邁,79471,"2015-01-12 09:21:56",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79471/1M,8/2783/201501/20150112_092156.json
陳其邁,79438,"2015-01-08 11:36:46",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79438/1M,8/2783/201501/20150108_113646.json
陳其邁,79270,"2015-01-05 11:09:57",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79270/1M,8/2783/201501/20150105_110957.json
陳怡潔,79721,"2015-01-21 11:17:44",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79721/1M,8/2747/201501/20150121_111744.json
陳怡潔,79652,"2015-01-19 12:07:32",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79652/1M,8/2747/201501/20150119_120732.json
陳怡潔,79518,"2015-01-12 12:03:31",立法院第8屆第6會期經濟、財政兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79518/1M,8/2747/201501/20150112_120331.json
陳怡潔,79374,"2015-01-07 11:34:32",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79374/1M,8/2747/201501/20150107_113432.json
陳明文,79701,"2015-01-21 09:28:32",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79701/1M,8/2737/201501/20150121_092832.json
陳明文,79633,"2015-01-19 10:21:24",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79633/1M,8/2737/201501/20150119_102124.json
